appid,positive,negative,owners,average_forever,price,genre,total_ratings,genres_Action,genres_Adventure,genres_Casual,genres_Indie,genres_Other,genres_RPG,catagories_fixed_Multi,catagories_fixed_Single,catagories_fixed_Single/Multi
400030,134,114,100000,2,0.0,Casual,248,0,0,1,0,0,0,0,1,0
400040,3141,142,500000,1091,0.0,Audio Production,3283,0,0,0,0,0,0,0,0,0
400080,782,171,50000,690,989.0,Casual,953,0,0,1,0,0,0,0,0,1
400110,445,213,200000,49,2499.0,Adventure,658,0,1,0,0,0,0,0,1,0
400160,461,56,100000,124,699.0,Indie,517,0,0,0,1,0,0,0,0,1
400170,2006,661,500000,876,4499.0,Action Games,2667,1,0,0,0,0,0,0,0,1
400180,598,162,50000,384,1299.0,Action Games,760,1,0,0,0,0,0,0,1,0
400200,55,35,0,181,499.0,Adventure,90,0,1,0,0,0,0,0,1,0
400360,181,89,20000,185,1799.0,Adventure,270,0,1,0,0,0,0,0,1,0
400370,225,117,100000,192,299.0,Action Games,342,1,0,0,0,0,0,0,1,0
400380,11,14,20000,294,999.0,Indie,25,0,0,0,1,0,0,0,1,0
400450,444,127,100000,198,1399.0,Action,571,1,0,0,0,0,0,0,0,1
400470,73,42,20000,7,1999.0,Strategy,115,0,0,0,0,0,0,0,1,0
400510,161,144,20000,236,199.0,Adventure,305,0,1,0,0,0,0,0,1,0
400580,199,18,0,37,1999.0,Indie,217,0,0,0,1,0,0,0,1,0
400630,3678,202,500000,216,1499.0,Action,3880,1,0,0,0,0,0,0,0,1
400660,425,51,50000,211,599.0,Action Games,476,1,0,0,0,0,0,0,1,0
400740,114,154,20000,272,49.0,Action Games,268,1,0,0,0,0,0,0,1,0
400790,216,34,50000,458,99.0,Action Games,250,1,0,0,0,0,0,0,1,0
400800,359,130,20000,2442,1999.0,Racing,489,0,0,0,0,0,0,0,0,1
400880,7,23,0,51,99.0,Indie,30,0,0,0,1,0,0,0,1,0
400910,8581,237,200000,1906,1799.0,Action Games,8818,1,0,0,0,0,0,0,1,0
400940,1019,278,100000,80,2999.0,Action Games,1297,1,0,0,0,0,0,0,1,0
401120,73,10,20000,250,399.0,Action Games,83,1,0,0,0,0,0,0,0,1
401190,2224,1163,100000,192,99.0,Action Games,3387,1,0,0,0,0,0,0,0,1
401280,24,1,0,28,699.0,Action Games,25,1,0,0,0,0,0,0,1,0
401330,43,23,0,275,499.0,Action Games,66,1,0,0,0,0,0,0,1,0
401710,562,187,50000,238,1499.0,Action Games,749,1,0,0,0,0,0,0,1,0
401810,572,54,20000,163,999.0,Action Games,626,1,0,0,0,0,0,0,1,0
401840,65,18,20000,72,999.0,Action Games,83,1,0,0,0,0,0,0,0,1
402020,1857,783,100000,134,1299.0,Adventure,2640,0,1,0,0,0,0,0,1,0
402040,464,127,20000,331,999.0,Adventure,591,0,1,0,0,0,0,0,1,0
402120,273,50,20000,5,999.0,Action Games,323,1,0,0,0,0,0,0,1,0
402130,681,618,200000,621,599.0,Racing,1299,0,0,0,0,0,0,0,0,1
402160,181,206,0,98,1499.0,Indie,387,0,0,0,1,0,0,0,1,0
402170,27,32,20000,327,299.0,Casual,59,0,0,1,0,0,0,0,0,1
402180,2307,374,500000,58,999.0,Casual,2681,0,0,1,0,0,0,0,1,0
402220,55,49,50000,542,499.0,Action Games,104,1,0,0,0,0,0,0,0,1
402260,401,91,20000,166,1499.0,Adventure,492,0,1,0,0,0,0,0,1,0
402310,355,94,50000,532,1499.0,Indie,449,0,0,0,1,0,0,0,1,0
402330,2666,261,100000,128,299.0,Action Games,2927,1,0,0,0,0,0,0,1,0
402390,167,133,500000,238,999.0,Action Games,300,1,0,0,0,0,0,0,0,1
402430,590,54,20000,101,1999.0,Indie,644,0,0,0,1,0,0,0,0,1
402530,590,37,20000,225,999.0,Adventure,627,0,1,0,0,0,0,0,1,0
402560,794,442,200000,129,0.0,Casual,1236,0,0,1,0,0,0,0,0,1
402570,4323,908,500000,4834,0.0,Free to Play,5231,0,0,0,0,0,0,1,0,0
402620,829,26,20000,146,3499.0,Adventure,855,0,1,0,0,0,0,0,1,0
402710,6830,4652,500000,762,2499.0,Action Games,11482,1,0,0,0,0,0,0,0,1
402750,292,117,20000,123,1999.0,Indie,409,0,0,0,1,0,0,0,1,0
402800,21,26,0,40,0.0,Indie,47,0,0,0,1,0,0,0,1,0
402840,2235,408,200000,36239,0.0,Casual,2643,0,0,1,0,0,0,0,1,0
402850,67,40,20000,302,299.0,Action Games,107,1,0,0,0,0,0,0,1,0
402880,481,133,20000,96,779.0,Action Games,614,1,0,0,0,0,0,0,1,0
402940,5,2,0,464,49.0,Adventure,7,0,1,0,0,0,0,0,1,0
402980,48,36,100000,349,799.0,Action Games,84,1,0,0,0,0,0,0,1,0
403040,428,120,100000,61,0.0,Utilities,548,0,0,0,0,1,0,0,0,0
403120,1124,407,200000,242,499.0,Adventure,1531,0,1,0,0,0,0,0,0,1
403180,383,72,20000,394,699.0,Adventure,455,0,1,0,0,0,0,0,1,0
403190,5741,1617,500000,955,1499.0,Indie,7358,0,0,0,1,0,0,0,1,0
403290,249,136,20000,23,999.0,Adventure,385,0,1,0,0,0,0,0,1,0
403300,3,5,0,377,100.0,Casual,8,0,0,1,0,0,0,0,1,0
403400,257,48,50000,14,399.0,Action Games,305,1,0,0,0,0,0,0,1,0
403410,110,22,0,42,399.0,Action Games,132,1,0,0,0,0,0,0,1,0
403430,424,58,100000,19,399.0,Action Games,482,1,0,0,0,0,0,0,1,0
403510,202,57,50000,186,299.0,Adventure,259,0,1,0,0,0,0,0,1,0
403560,171,311,500000,246,99.0,Indie,482,0,0,0,1,0,0,0,1,0
403640,33192,5485,1000000,1236,3999.0,Action Games,38677,1,0,0,0,0,0,0,1,0
403690,191,129,100000,124,0.0,Action Games,320,1,0,0,0,0,0,1,0,0
403700,226,35,0,41,499.0,Action Games,261,1,0,0,0,0,0,0,1,0
403740,425,262,100000,203,99.0,Casual,687,0,0,1,0,0,0,0,1,0
403830,289,15,20000,1242,999.0,Adventure,304,0,1,0,0,0,0,0,1,0
403850,70,34,20000,46,399.0,Action Games,104,1,0,0,0,0,0,0,1,0
403900,204,272,500000,219,99.0,Action Games,476,1,0,0,0,0,0,0,1,0
403940,387,91,20000,354,999.0,Action Games,478,1,0,0,0,0,0,0,1,0
403970,1182,413,20000,88,3999.0,RPG,1595,0,0,0,0,0,1,0,1,0
403980,50,185,50000,16,1999.0,Simulation,235,0,0,0,0,0,0,0,1,0
404050,115,54,20000,9,1299.0,Action Games,169,1,0,0,0,0,0,0,0,1
404070,26,19,0,181,0.0,Casual,45,0,0,1,0,0,0,0,0,1
404170,71,10,20000,331,1299.0,Adventure,81,0,1,0,0,0,0,0,1,0
404180,99,22,20000,208,1299.0,Adventure,121,0,1,0,0,0,0,0,1,0
404410,4529,407,500000,422,0.0,Action Games,4936,1,0,0,0,0,0,0,1,0
404480,812,65,100000,6,0.0,Adventure,877,0,1,0,0,0,0,0,1,0
404540,1444,192,50000,124,1999.0,Action Games,1636,1,0,0,0,0,0,0,0,1
404550,95,37,20000,110,0.0,Action Games,132,1,0,0,0,0,0,0,1,0
404580,101,45,50000,22,0.0,Adventure,146,0,1,0,0,0,0,0,1,0
404590,2182,1481,200000,324,2999.0,Action Games,3663,1,0,0,0,0,0,0,0,1
404620,566,175,50000,31,0.0,Casual,741,0,0,1,0,0,0,0,0,1
404630,31,24,20000,355,499.0,Casual,55,0,0,1,0,0,0,0,1,0
404640,119,118,0,279,1099.0,Indie,237,0,0,0,1,0,0,0,1,0
404660,22,13,20000,228,99.0,Action Games,35,1,0,0,0,0,0,0,1,0
404680,3321,398,100000,324,1999.0,Action Games,3719,1,0,0,0,0,0,0,1,0
404690,158,57,20000,237,499.0,Adventure,215,0,1,0,0,0,0,0,1,0
404700,127,25,50000,236,0.0,Casual,152,0,0,1,0,0,0,0,0,1
404770,229,132,50000,76,0.0,Casual,361,0,0,1,0,0,0,0,0,1
404850,32,7,50000,244,99.0,Casual,39,0,0,1,0,0,0,0,1,0
404920,108,143,20000,648,0.0,Simulation,251,0,0,0,0,0,0,0,0,1
405000,106,19,0,1,1199.0,Action Games,125,1,0,0,0,0,0,0,0,1
405010,641,78,20000,396,499.0,Action Games,719,1,0,0,0,0,0,0,1,0
405180,172,96,20000,4,499.0,Action Games,268,1,0,0,0,0,0,0,1,0
405290,675,48,20000,181,999.0,Action Games,723,1,0,0,0,0,0,0,0,1
405310,3333,536,500000,505,1999.0,Action Games,3869,1,0,0,0,0,0,0,0,1
405370,337,177,20000,99,999.0,Action Games,514,1,0,0,0,0,0,0,1,0
405440,11,8,50000,281,99.0,Action Games,19,1,0,0,0,0,0,0,1,0
405500,285,319,100000,111,499.0,Action Games,604,1,0,0,0,0,0,0,0,1
405550,56,11,20000,435,999.0,Action Games,67,1,0,0,0,0,0,0,0,1
405590,24,10,0,299,99.0,Adventure,34,0,1,0,0,0,0,0,1,0
405610,191,172,100000,139,199.0,Action Games,363,1,0,0,0,0,0,0,1,0
405640,10615,506,200000,343,499.0,Indie,11121,0,0,0,1,0,0,0,1,0
405650,184,46,20000,4,399.0,Action Games,230,1,0,0,0,0,0,0,1,0
405710,2820,739,200000,553,1999.0,Indie,3559,0,0,0,1,0,0,0,0,1
405720,84,31,20000,2,999.0,Action,115,1,0,0,0,0,0,0,0,1
405760,93,46,0,13,149.0,Action Games,139,1,0,0,0,0,0,0,1,0
405780,269,75,50000,159,0.0,Adventure,344,0,1,0,0,0,0,0,1,0
405820,2254,144,100000,83,1999.0,Action Games,2398,1,0,0,0,0,0,0,1,0
405830,1473,104,100000,217,1999.0,Action Games,1577,1,0,0,0,0,0,0,0,1
405900,2972,385,200000,1404,1499.0,RPG,3357,0,0,0,0,0,1,0,1,0
405950,412,38,50000,167,399.0,Adventure,450,0,1,0,0,0,0,0,1,0
405970,140,45,20000,217,799.0,Action Games,185,1,0,0,0,0,0,0,1,0
405980,118,81,100000,2,0.0,Casual,199,0,0,1,0,0,0,1,0,0
406080,112,82,20000,4,499.0,Casual,194,0,0,1,0,0,0,0,1,0
406090,561,187,200000,318,399.0,Indie,748,0,0,0,1,0,0,0,1,0
406130,318,76,20000,35,999.0,Action Games,394,1,0,0,0,0,0,0,1,0
406150,14847,677,200000,182,299.0,Adventure,15524,0,1,0,0,0,0,0,1,0
406220,49,10,0,258,299.0,Action Games,59,1,0,0,0,0,0,0,0,1
406310,105,64,20000,393,499.0,Casual,169,0,0,1,0,0,0,1,0,0
406350,1180,228,50000,218,1999.0,Racing,1408,0,0,0,0,0,0,0,1,0
406720,209,120,50000,54,1999.0,Action Games,329,1,0,0,0,0,0,0,1,0
406730,54,53,100000,247,499.0,Indie,107,0,0,0,1,0,0,0,1,0
406850,288,53,20000,169,999.0,Action Games,341,1,0,0,0,0,0,0,0,1
406870,592,36,50000,159,299.0,Adventure,628,0,1,0,0,0,0,0,1,0
406940,172,69,20000,2,499.0,Action,241,1,0,0,0,0,0,0,0,1
406970,3525,909,200000,174,1499.0,Adventure,4434,0,1,0,0,0,0,0,1,0
407000,18,34,50000,238,499.0,Action Games,52,1,0,0,0,0,0,0,1,0
407060,381,117,200000,173,0.0,Casual,498,0,0,1,0,0,0,0,0,1
407120,502,213,200000,8,0.0,Free to Play,715,0,0,0,0,0,0,0,1,0
407130,3723,540,100000,117,1999.0,Action,4263,1,0,0,0,0,0,0,1,0
407150,13,11,0,280,399.0,Action Games,24,1,0,0,0,0,0,0,1,0
407190,46,42,20000,61,1999.0,Simulation,88,0,0,0,0,0,0,0,0,1
407230,470,206,200000,342,199.0,Action Games,676,1,0,0,0,0,0,0,1,0
407290,95,39,20000,229,699.0,Indie,134,0,0,0,1,0,0,0,1,0
407300,524,129,50000,130,399.0,Indie,653,0,0,0,1,0,0,0,1,0
407310,847,40,50000,277,999.0,Action Games,887,1,0,0,0,0,0,0,1,0
407330,1428,133,200000,183,1999.0,Adventure,1561,0,1,0,0,0,0,0,1,0
407380,43,1,0,45,1499.0,Action Games,44,1,0,0,0,0,0,0,0,1
407530,5621,3471,1000000,136,0.0,Action Games,9092,1,0,0,0,0,0,1,0,0
407560,782,334,0,530,999.0,Action Games,1116,1,0,0,0,0,0,0,1,0
407620,80,99,50000,539,0.0,Action Games,179,1,0,0,0,0,0,0,0,1
407680,65,47,20000,259,299.0,Casual,112,0,0,1,0,0,0,0,1,0
407720,77,84,20000,121,999.0,Casual,161,0,0,1,0,0,0,0,1,0
407780,271,34,0,440,1499.0,Action Games,305,1,0,0,0,0,0,0,1,0
407810,1231,285,50000,203,199.0,Action Games,1516,1,0,0,0,0,0,0,1,0
407840,2025,1645,100000,249,69.0,Action Games,3670,1,0,0,0,0,0,0,0,1
407880,100,6,0,271,119.0,Adventure,106,0,1,0,0,0,0,0,1,0
407900,2569,57,200000,12,0.0,Action Games,2626,1,0,0,0,0,0,0,1,0
407940,75,3,20000,232,499.0,Action Games,78,1,0,0,0,0,0,0,1,0
407980,391,128,50000,127,999.0,Casual,519,0,0,1,0,0,0,0,1,0
408000,291,77,20000,47,499.0,Indie,368,0,0,0,1,0,0,0,1,0
408030,150,18,20000,16,0.0,Action Games,168,1,0,0,0,0,0,1,0,0
408110,143,27,20000,286,99.0,Action Games,170,1,0,0,0,0,0,0,1,0
408120,647,641,50000,72,899.0,Indie,1288,0,0,0,1,0,0,0,1,0
408250,197,117,20000,3,1999.0,Action Games,314,1,0,0,0,0,0,0,0,1
408410,1751,125,100000,375,1999.0,Action Games,1876,1,0,0,0,0,0,0,0,1
408440,17,67,20000,246,999.0,Indie,84,0,0,0,1,0,0,0,1,0
408520,739,70,20000,64,1499.0,Adventure,809,0,1,0,0,0,0,0,1,0
408640,150,122,20000,22,1499.0,Action Games,272,1,0,0,0,0,0,0,0,1
408650,386,65,20000,316,1299.0,Action Games,451,1,0,0,0,0,0,0,1,0
408750,27,5,0,269,399.0,Casual,32,0,0,1,0,0,0,0,1,0
408900,4486,652,200000,138,0.0,Action,5138,1,0,0,0,0,0,0,0,1
408920,136,80,20000,153,599.0,Adventure,216,0,1,0,0,0,0,0,1,0
408930,656,136,200000,11,0.0,Animation & Modeling,792,0,0,0,0,1,0,0,0,0
409070,36,20,0,212,399.0,Action Games,56,1,0,0,0,0,0,0,1,0
409100,1046,196,100000,214,999.0,Indie,1242,0,0,0,1,0,0,0,1,0
409160,8082,563,500000,56,0.0,Free to Play,8645,0,0,0,0,0,0,0,1,0
409280,17,20,0,412,199.0,Action Games,37,1,0,0,0,0,0,0,1,0
409290,30,17,0,252,99.0,Casual,47,0,0,1,0,0,0,0,1,0
409320,160,90,20000,157,1999.0,Action Games,250,1,0,0,0,0,0,0,1,0
409340,70,33,0,243,99.0,Action Games,103,1,0,0,0,0,0,0,0,1
409380,232,41,20000,267,299.0,Casual,273,0,0,1,0,0,0,0,1,0
409420,22,34,20000,228,99.0,Action Games,56,1,0,0,0,0,0,0,1,0
409450,422,80,0,545,1999.0,Indie,502,0,0,0,1,0,0,0,1,0
409510,611,1340,200000,10,0.0,Action Games,1951,1,0,0,0,0,0,1,0,0
409560,68,17,0,36,399.0,Action Games,85,1,0,0,0,0,0,0,1,0
409590,2403,679,50000,175,999.0,Action Games,3082,1,0,0,0,0,0,0,1,0
409600,135,55,50000,349,499.0,Adventure,190,0,1,0,0,0,0,0,1,0
409660,619,69,20000,168,999.0,Action Games,688,1,0,0,0,0,0,0,1,0
409670,861,69,100000,16,0.0,Action Games,930,1,0,0,0,0,0,0,1,0
409690,623,65,100000,11,0.0,Action Games,688,1,0,0,0,0,0,0,1,0
409710,21234,6672,2000000,425,1999.0,Action,27906,1,0,0,0,0,0,0,1,0
409720,7652,4469,500000,322,1999.0,Action Games,12121,1,0,0,0,0,0,0,1,0
409850,342,89,20000,378,999.0,RPG,431,0,0,0,0,0,1,0,1,0
409870,339,38,20000,98,499.0,RPG,377,0,0,0,0,0,1,0,1,0
409920,173,9,0,31,699.0,Adventure,182,0,1,0,0,0,0,0,1,0
410110,4187,753,500000,277,249.0,Action Games,4940,1,0,0,0,0,0,0,1,0
410120,34,14,0,89,999.0,Adventure,48,0,1,0,0,0,0,0,1,0
410130,32,15,0,171,999.0,Adventure,47,0,1,0,0,0,0,0,1,0
410150,53,3,0,221,499.0,Casual,56,0,0,1,0,0,0,0,1,0
410210,330,692,500000,233,99.0,Indie,1022,0,0,0,1,0,0,0,1,0
410290,53,16,0,446,999.0,Casual,69,0,0,1,0,0,0,0,0,1
410320,6303,358,500000,1214,1999.0,Action Games,6661,1,0,0,0,0,0,0,0,1
410340,2972,262,20000,223,1999.0,Indie,3234,0,0,0,1,0,0,0,0,1
410380,1097,634,200000,11,0.0,Adventure,1731,0,1,0,0,0,0,0,0,1
410390,106,66,20000,35,0.0,Action Games,172,1,0,0,0,0,0,0,1,0
410430,447,155,20000,250,299.0,Adventure,602,0,1,0,0,0,0,0,1,0
410440,34,7,0,137,499.0,Casual,41,0,0,1,0,0,0,0,1,0
410570,176,45,0,51,499.0,Action Games,221,1,0,0,0,0,0,0,1,0
410670,663,93,50000,181,99.0,Action Games,756,1,0,0,0,0,0,0,1,0
410710,1066,108,200000,217,999.0,Action Games,1174,1,0,0,0,0,0,0,1,0
410820,411,31,50000,171,299.0,Action Games,442,1,0,0,0,0,0,0,1,0
410850,775,360,50000,759,3999.0,Action Games,1135,1,0,0,0,0,0,0,1,0
410890,592,17,50000,163,799.0,Adventure,609,0,1,0,0,0,0,0,1,0
410900,6915,828,200000,2258,1499.0,Action Games,7743,1,0,0,0,0,0,0,0,1
410970,160,17,100000,42,599.0,Strategy,177,0,0,0,0,0,0,0,0,1
410980,767,32,200000,109,599.0,Strategy,799,0,0,0,0,0,0,0,0,1
411000,365,56,50000,2,1299.0,Adventure,421,0,1,0,0,0,0,0,1,0
411120,180,35,20000,276,199.0,Strategy,215,0,0,0,0,0,0,0,0,1
411300,10005,3250,500000,527,4999.0,Action Games,13255,1,0,0,0,0,0,0,1,0
411310,212,25,20000,131,1499.0,Simulation,237,0,0,0,0,0,0,0,0,1
411370,2016,195,100000,84,2499.0,Action Games,2211,1,0,0,0,0,0,0,0,1
411480,102,87,100000,33,0.0,Action Games,189,1,0,0,0,0,0,1,0,0
411560,1154,216,100000,28,99.0,Casual,1370,0,0,1,0,0,0,0,1,0
411570,123,14,0,67,799.0,Indie,137,0,0,0,1,0,0,0,1,0
411590,74,18,0,194,799.0,Adventure,92,0,1,0,0,0,0,0,1,0
411610,54,6,0,219,799.0,Adventure,60,0,1,0,0,0,0,0,1,0
411620,20,14,0,5,499.0,Action Games,34,1,0,0,0,0,0,0,1,0
411680,65,11,0,191,299.0,Casual,76,0,0,1,0,0,0,0,1,0
411740,51,13,50000,487,799.0,Action Games,64,1,0,0,0,0,0,0,1,0
411760,318,56,20000,238,299.0,Adventure,374,0,1,0,0,0,0,0,1,0
411830,3307,179,100000,1322,1999.0,Action Games,3486,1,0,0,0,0,0,0,0,1
411960,2048,34,50000,477,1499.0,Action Games,2082,1,0,0,0,0,0,0,1,0
411970,460,17,20000,315,1499.0,Action,477,1,0,0,0,0,0,0,0,1
411980,105,3,0,117,1499.0,Action Games,108,1,0,0,0,0,0,0,0,1
412020,40488,5457,1000000,1410,3999.0,Action,45945,1,0,0,0,0,0,0,1,0
412050,333,62,20000,55,1699.0,Action Games,395,1,0,0,0,0,0,0,0,1
412170,232,83,20000,264,899.0,Adventure,315,0,1,0,0,0,0,0,1,0
412210,21,21,200000,258,499.0,Action Games,42,1,0,0,0,0,0,0,1,0
412230,50,13,20000,122,0.0,Action Games,63,1,0,0,0,0,0,0,1,0
412270,82,15,0,221,499.0,Action Games,97,1,0,0,0,0,0,0,1,0
412290,38,75,100000,244,399.0,Adventure,113,0,1,0,0,0,0,0,0,0
412310,191,84,20000,48,0.0,Free to Play,275,0,0,0,0,0,0,1,0,0
412370,9,8,0,504,99.0,Action Games,17,1,0,0,0,0,0,0,1,0
412380,36,20,0,394,174.0,Action Games,56,1,0,0,0,0,0,0,1,0
412400,330,1214,100000,3,0.0,Action Games,1544,1,0,0,0,0,0,0,1,0
412450,1223,924,50000,50,1999.0,Action Games,2147,1,0,0,0,0,0,1,0,0
412480,79,4,0,27,299.0,Action Games,83,1,0,0,0,0,0,0,1,0
412490,22,13,0,196,999.0,Indie,35,0,0,0,1,0,0,0,1,0
412540,36,17,20000,1,0.0,Action Games,53,1,0,0,0,0,0,0,0,1
412600,151,188,500000,224,99.0,Action,339,1,0,0,0,0,0,0,1,0
412620,141,10,0,304,99.0,Action Games,151,1,0,0,0,0,0,0,1,0
412660,87,28,0,337,1499.0,Action Games,115,1,0,0,0,0,0,0,1,0
412740,2170,514,100000,193,1999.0,Indie,2684,0,0,0,1,0,0,0,1,0
412770,354,82,20000,40,499.0,Action Games,436,1,0,0,0,0,0,0,1,0
412830,9434,218,200000,774,2999.0,Adventure,9652,0,1,0,0,0,0,0,1,0
412880,2121,1128,200000,598,199.0,Action Games,3249,1,0,0,0,0,0,0,0,1
413150,308199,6844,5000000,3222,1499.0,Indie,315043,0,0,0,1,0,0,0,0,1
413170,175,128,100000,1,0.0,Action Games,303,1,0,0,0,0,0,0,1,0
413410,16148,505,200000,1022,1999.0,Adventure,16653,0,1,0,0,0,0,0,1,0
413420,13234,390,200000,1810,1999.0,Adventure,13624,0,1,0,0,0,0,0,1,0
413500,60,9,0,252,499.0,Action Games,69,1,0,0,0,0,0,0,0,1
413620,9,12,0,1,0.0,Adventure,21,0,1,0,0,0,0,0,1,0
413680,166,77,20000,118,499.0,Action,243,1,0,0,0,0,0,0,1,0
413710,678,444,50000,228,1999.0,Action Games,1122,1,0,0,0,0,0,0,0,1
414080,366,170,50000,313,999.0,Adventure,536,0,1,0,0,0,0,0,1,0
414340,38297,3513,1000000,412,2999.0,Action Games,41810,1,0,0,0,0,0,0,1,0
414530,1993,1414,500000,383,0.0,Free to Play,3407,0,0,0,0,0,0,0,0,1
414580,116,236,200000,187,499.0,Action Games,352,1,0,0,0,0,0,0,1,0
414660,379,68,50000,196,999.0,Adventure,447,0,1,0,0,0,0,0,1,0
414700,20068,2303,200000,287,2999.0,Action,22371,1,0,0,0,0,0,0,1,0
414720,325,59,50000,98,999.0,Adventure,384,0,1,0,0,0,0,0,1,0
414730,461,215,100000,40,0.0,Adventure,676,0,1,0,0,0,0,0,0,1
414740,955,899,100000,365,1999.0,Action Games,1854,1,0,0,0,0,0,0,0,1
414870,809,109,20000,1186,1999.0,Indie,918,0,0,0,1,0,0,0,0,1
414920,231,62,20000,201,199.0,Action Games,293,1,0,0,0,0,0,0,0,1
415030,457,137,50000,102,499.0,Action Games,594,1,0,0,0,0,0,0,1,0
415150,220,54,20000,933,999.0,Action Games,274,1,0,0,0,0,0,0,0,1
415170,302,14,20000,90,699.0,Indie,316,0,0,0,1,0,0,0,1,0
415200,8012,740,500000,1590,3499.0,Racing,8752,0,0,0,0,0,0,0,1,0
415270,1523,346,100000,115,0.0,Casual,1869,0,0,1,0,0,0,0,0,1
415300,252,88,20000,432,999.0,Strategy,340,0,0,0,0,0,0,0,1,0
415350,663,112,50000,301,49.0,Action Games,775,1,0,0,0,0,0,0,1,0
415420,1461,113,20000,117,499.0,Action Games,1574,1,0,0,0,0,0,0,1,0
415480,693,157,100000,223,1499.0,RPG,850,0,0,0,0,0,1,0,1,0
415530,13,3,0,213,499.0,Casual,16,0,0,1,0,0,0,0,1,0
415590,1377,724,50000,222,1999.0,Action Games,2101,1,0,0,0,0,0,0,0,1
415610,487,34,0,178,399.0,Adventure,521,0,1,0,0,0,0,0,1,0
415660,1221,716,200000,91,0.0,Violent,1937,0,0,0,0,1,0,1,0,0
415670,88,6,0,145,499.0,Adventure,94,0,1,0,0,0,0,0,1,0
415740,313,83,20000,6,499.0,Action,396,1,0,0,0,0,0,0,0,1
415830,156,22,20000,327,499.0,Casual,178,0,0,1,0,0,0,0,1,0
415840,108,76,100000,328,499.0,Adventure,184,0,1,0,0,0,0,0,1,0
415850,278,53,20000,144,299.0,Adventure,331,0,1,0,0,0,0,0,1,0
415860,569,602,200000,9,0.0,Free to Play,1171,0,0,0,0,0,0,1,0,0
415880,1170,362,200000,494,1499.0,Action,1532,1,0,0,0,0,0,0,0,1
415960,179,68,200000,240,299.0,Casual,247,0,0,1,0,0,0,0,1,0
416020,83,148,20000,291,3999.0,Action Games,231,1,0,0,0,0,0,1,0,0
416030,84,61,50000,277,0.0,Casual,145,0,0,1,0,0,0,0,1,0
416040,99,128,100000,228,0.0,Action Games,227,1,0,0,0,0,0,0,0,1
416060,150,69,100000,322,399.0,Action,219,1,0,0,0,0,0,0,1,0
416080,340,188,100000,192,499.0,Action Games,528,1,0,0,0,0,0,0,1,0
416130,1711,477,100000,6,0.0,Action Games,2188,1,0,0,0,0,0,0,1,0
416200,22,18,20000,127,499.0,Adventure,40,0,1,0,0,0,0,0,1,0
416210,870,302,50000,396,1499.0,Indie,1172,0,0,0,1,0,0,0,1,0
416250,35,6,0,184,599.0,Adventure,41,0,1,0,0,0,0,0,1,0
416260,18,47,50000,205,0.0,Adventure,65,0,1,0,0,0,0,0,0,1
416310,58,35,20000,371,299.0,Adventure,93,0,1,0,0,0,0,0,1,0
416320,71,14,0,112,399.0,Adventure,85,0,1,0,0,0,0,0,1,0
416360,98,2,0,725,1999.0,Adventure,100,0,1,0,0,0,0,0,1,0
416370,48,34,20000,442,299.0,Adventure,82,0,1,0,0,0,0,0,1,0
416450,287,148,100000,495,0.0,Free to Play,435,0,0,0,0,0,0,1,0,0
416530,57,8,0,162,499.0,Action Games,65,1,0,0,0,0,0,0,0,1
416550,142,10,0,201,99.0,Action Games,152,1,0,0,0,0,0,0,1,0
416590,1138,292,100000,21,499.0,Action Games,1430,1,0,0,0,0,0,0,1,0
416600,1853,158,200000,541,1999.0,Action Games,2011,1,0,0,0,0,0,0,0,1
416610,37,24,0,287,399.0,Action Games,61,1,0,0,0,0,0,0,1,0
416630,49,72,20000,250,699.0,Casual,121,0,0,1,0,0,0,0,1,0
416670,180,160,50000,11,0.0,Free to Play,340,0,0,0,0,0,0,0,0,0
416680,1968,149,200000,303,1299.0,Action,2117,1,0,0,0,0,0,0,1,0
416690,787,76,100000,5,0.0,Indie,863,0,0,0,1,0,0,1,0,0
416760,82,48,0,3,499.0,Adventure,130,0,1,0,0,0,0,0,1,0
416770,745,60,50000,233,299.0,Casual,805,0,0,1,0,0,0,0,1,0
416790,279,38,20000,353,1999.0,Action Games,317,1,0,0,0,0,0,0,0,1
417150,76,33,0,10,999.0,Adventure,109,0,1,0,0,0,0,0,1,0
417290,3112,256,200000,461,2499.0,Action Games,3368,1,0,0,0,0,0,0,1,0
417430,574,339,200000,274,299.0,Racing,913,0,0,0,0,0,0,0,0,1
417480,19,11,0,363,499.0,Action Games,30,1,0,0,0,0,0,0,1,0
417860,26263,3396,1000000,56,0.0,Adventure,29659,0,1,0,0,0,0,0,1,0
417880,811,333,20000,476,1999.0,Adventure,1144,0,1,0,0,0,0,0,1,0
417890,831,179,100000,65,0.0,Action Games,1010,1,0,0,0,0,0,0,0,1
417910,974,715,10000000,92,199.0,Action Games,1689,1,0,0,0,0,0,1,0,0
417980,46,9,0,237,399.0,Action Games,55,1,0,0,0,0,0,0,1,0
418030,5727,2043,200000,486,1399.0,Action Games,7770,1,0,0,0,0,0,0,0,1
418040,552,54,20000,158,99.0,Casual,606,0,0,1,0,0,0,0,1,0
418070,3051,313,500000,213,99.0,Casual,3364,0,0,1,0,0,0,0,1,0
418110,116,46,50000,54,0.0,Casual,162,0,0,1,0,0,0,0,0,1
418120,389,96,20000,168,699.0,Action Games,485,1,0,0,0,0,0,0,1,0
418160,50,12,20000,264,399.0,Casual,62,0,0,1,0,0,0,0,1,0
